event_id,query_id,query_text,sku,rank_position,clicked
E01271,Q0103,gift made in rwanda,MIR0086,9,0
E01272,Q0069,decor home,MIR0191,10,0
E01273,Q0096,cadeau kigali,MIR0126,1,0
E01274,Q0022,cadeu cuir,MIR0219,10,1
E01275,Q0059,panier home decor rwanda,MIR0265,3,0
E01276,Q0001,leather bag for women,MIR0055,6,0
E01277,Q0112,bijoux pour femme,MIR0113,6,0
E01278,Q0082,gift for mom,MIR0241,4,1
E01279,Q0047,baskt,MIR0137,10,0
E01280,Q0078,sac gift rwanda,MIR0118,3,0
E01281,Q0058,cadeau maison,MIR0063,4,0
E01282,Q0084,earrings in kigali,MIR0284,8,0
E01283,Q0040,cadeau rwanda,MIR0393,9,0
E01284,Q0047,baskt,MIR0329,1,1
E01285,Q0019,basket set,MIR0324,4,0
E01286,Q0071,wallet made in rwanda,MIR0337,7,1
E01287,Q0082,gift for mom,MIR0119,9,0
E01288,Q0024,baskt home,MIR0086,8,0
E01289,Q0015,crossbody leather,MIR0050,6,1
E01290,Q0036,wallet in kigali,MIR0085,7,0
E01291,Q0034,basket in kigali,MIR0247,1,1
E01292,Q0072,decoration maison pour homme,MIR0157,3,0
E01293,Q0056,sac cuir maison,MIR0125,4,0
E01294,Q0099,cuir bag kigali,MIR0198,9,0
E01295,Q0106,dress made in rwanda,MIR0219,1,1
E01296,Q0103,gift made in rwanda,MIR0168,2,1
E01297,Q0005,belt leather rwanda,MIR0292,4,1
E01298,Q0107,dress for office,MIR0226,5,1
E01299,Q0067,sac gift pour femme,MIR0126,2,0
E01300,Q0111,decor home,MIR0246,1,0
E01301,Q0112,bijoux pour femme,MIR0126,4,0
E01302,Q0091,sac gift for women,MIR0284,1,1
E01303,Q0073,cuir bag pour femme,MIR0044,5,1
E01304,Q0015,crossbody leather,MIR0378,8,0
E01305,Q0096,cadeau kigali,MIR0237,10,0
E01306,Q0043,cuir bag for women,MIR0284,2,0
E01307,Q0016,cuir portefeuille,MIR0394,6,0
E01308,Q0008,panier decoration salon,MIR0368,7,0
E01309,Q0053,lether,MIR0360,8,0
E01310,Q0063,cuire bag,MIR0193,7,1
E01311,Q0095,bag for home,MIR0168,8,0
E01312,Q0032,wallet made in rwanda,MIR0373,2,0
E01313,Q0035,portefeuille pour femme,MIR0359,6,0
E01314,Q0054,bag made in rwanda,MIR0034,2,1
E01315,Q0003,sac cuir femme kigali,MIR0300,5,0
E01316,Q0117,sac gift rwanda,MIR0120,4,0
E01317,Q0024,baskt home,MIR0285,1,1
E01318,Q0045,jewelery,MIR0367,9,0
E01319,Q0057,wallet for mom,MIR0124,1,0
E01320,Q0005,belt leather rwanda,MIR0330,2,1
E01321,Q0039,deco basket pour femme,MIR0114,8,1
E01322,Q0003,sac cuir femme kigali,MIR0237,5,0
E01323,Q0068,sac cuir salon,MIR0284,2,0
E01324,Q0016,cuir portefeuille,MIR0284,5,0
E01325,Q0056,sac cuir maison,MIR0366,8,0
E01326,Q0021,lether bag,MIR0045,8,0
E01327,Q0094,sac cuir maison,MIR0125,5,0
E01328,Q0063,cuire bag,MIR0341,10,0
E01329,Q0016,cuir portefeuille,MIR0152,1,1
E01330,Q0044,cadeau maison,MIR0126,1,1
E01331,Q0095,bag for home,MIR0163,5,1
E01332,Q0025,feme cadeau,MIR0114,6,1
E01333,Q0024,baskt home,MIR0366,3,0
E01334,Q0036,wallet in kigali,MIR0400,8,0
E01335,Q0064,cuir bag kigali,MIR0108,4,0
E01336,Q0064,cuir bag kigali,MIR0108,3,0
E01337,Q0068,sac cuir salon,MIR0092,10,0
E01338,Q0089,cadeu,MIR0047,6,0
E01339,Q0078,sac gift rwanda,MIR0168,4,0
E01340,Q0054,bag made in rwanda,MIR0047,9,0
E01341,Q0022,cadeu cuir,MIR0284,2,0
E01342,Q0021,lether bag,MIR0074,3,0
E01343,Q0113,cadeau leather kigali,MIR0265,10,0
E01344,Q0015,crossbody leather,MIR0005,9,0
E01345,Q0009,agaseke gift,MIR0329,5,0
E01346,Q0106,dress made in rwanda,MIR0293,4,1
E01347,Q0005,belt leather rwanda,MIR0262,8,0
E01348,Q0056,sac cuir maison,MIR0203,7,0
E01349,Q0036,wallet in kigali,MIR0386,3,0
E01350,Q0088,belt for men,MIR0054,5,0
E01351,Q0056,sac cuir maison,MIR0284,2,0
E01352,Q0115,decoration maison pour femme,MIR0002,6,0
E01353,Q0020,bracelet femme,MIR0245,10,0
E01354,Q0098,panier home decor for women,MIR0153,8,0
E01355,Q0045,jewelery,MIR0119,5,0
E01356,Q0110,lether,MIR0209,6,0
E01357,Q0065,wallet,MIR0373,2,0
E01358,Q0030,gift women,MIR0008,8,0
E01359,Q0002,cadeau en cuir pour femme,MIR0051,2,0
E01360,Q0090,belt for mom,MIR0140,10,0
E01361,Q0078,sac gift rwanda,MIR0300,5,1
E01362,Q0052,cadeau salon,MIR0126,1,0
E01363,Q0117,sac gift rwanda,MIR0253,7,0
E01364,Q0072,decoration maison pour homme,MIR0224,9,0
E01365,Q0083,home decor for women,MIR0359,5,0
E01366,Q0042,portefeuille rwanda,MIR0008,8,1
E01367,Q0040,cadeau rwanda,MIR0126,1,1
E01368,Q0026,small wallet,MIR0317,5,0
E01369,Q0019,basket set,MIR0044,7,0
E01370,Q0004,wallet gift men,MIR0221,2,0
E01371,Q0060,basket for office,MIR0285,4,1
E01372,Q0114,panier home decor pour femme,MIR0165,9,0
E01373,Q0118,bijoux rwanda,MIR0329,5,0
E01374,Q0005,belt leather rwanda,MIR0053,6,1
E01375,Q0107,dress for office,MIR0125,6,1
E01376,Q0081,home decor made in rwanda,MIR0373,7,0
E01377,Q0037,femme wallet for women,MIR0365,7,0
E01378,Q0033,cuir bag kigali,MIR0058,9,0
E01379,Q0033,cuir bag kigali,MIR0021,10,0
E01380,Q0110,lether,MIR0392,9,0
E01381,Q0115,decoration maison pour femme,MIR0156,7,1
E01382,Q0119,dress for mom,MIR0099,1,1
E01383,Q0043,cuir bag for women,MIR0284,2,0
E01384,Q0066,bag in kigali,MIR0034,3,1
E01385,Q0120,cadeau leather pour femme,MIR0188,8,0
E01386,Q0110,lether,MIR0339,7,0
E01387,Q0073,cuir bag pour femme,MIR0126,10,0
E01388,Q0047,baskt,MIR0246,9,0
E01389,Q0119,dress for mom,MIR0099,1,0
E01390,Q0119,dress for mom,MIR0321,6,1
E01391,Q0037,femme wallet for women,MIR0316,8,0
E01392,Q0079,belt for mom,MIR0178,9,0
E01393,Q0098,panier home decor for women,MIR0299,4,0
E01394,Q0037,femme wallet for women,MIR0051,3,1
E01395,Q0049,leather made in rwanda,MIR0367,4,1
E01396,Q0101,cadeau rwanda,MIR0126,1,0
E01397,Q0107,dress for office,MIR0055,7,1
E01398,Q0058,cadeau maison,MIR0384,6,0
E01399,Q0043,cuir bag for women,MIR0284,1,1
E01400,Q0083,home decor for women,MIR0246,1,1
E01401,Q0044,cadeau maison,MIR0285,10,0
E01402,Q0025,feme cadeau,MIR0021,4,1
E01403,Q0092,bijoux salon,MIR0067,3,0
E01404,Q0049,leather made in rwanda,MIR0397,8,0
E01405,Q0113,cadeau leather kigali,MIR0317,5,0
E01406,Q0075,bag in kigali,MIR0034,2,0
E01407,Q0019,basket set,MIR0171,8,0
E01408,Q0063,cuire bag,MIR0114,10,0
E01409,Q0111,decor home,MIR0399,6,0
E01410,Q0053,lether,MIR0352,10,1
E01411,Q0101,cadeau rwanda,MIR0277,8,0
E01412,Q0043,cuir bag for women,MIR0284,5,0
E01413,Q0048,belt for office,MIR0109,10,0
E01414,Q0036,wallet in kigali,MIR0053,3,0
E01415,Q0018,house warming gift,MIR0168,1,1
E01416,Q0050,cadeau kigali,MIR0211,6,0
E01417,Q0054,bag made in rwanda,MIR0275,6,0
E01418,Q0094,sac cuir maison,MIR0104,4,0
E01419,Q0004,wallet gift men,MIR0187,1,1
E01420,Q0104,portefeuille pour femme,MIR0029,6,0
E01421,Q0103,gift made in rwanda,MIR0056,10,0
E01422,Q0071,wallet made in rwanda,MIR0373,4,0
E01423,Q0051,femme wallet kigali,MIR0147,2,0
E01424,Q0046,decoration maison kigali,MIR0188,4,1
E01425,Q0051,femme wallet kigali,MIR0195,6,0
E01426,Q0111,decor home,MIR0324,6,0
E01427,Q0064,cuir bag kigali,MIR0125,9,0
E01428,Q0103,gift made in rwanda,MIR0115,7,0
E01429,Q0102,home decor for men,MIR0368,10,1
E01430,Q0003,sac cuir femme kigali,MIR0237,5,0
E01431,Q0040,cadeau rwanda,MIR0112,8,0
E01432,Q0076,leather in kigali,MIR0002,10,0
E01433,Q0043,cuir bag for women,MIR0027,3,1
E01434,Q0009,agaseke gift,MIR0384,10,0
E01435,Q0050,cadeau kigali,MIR0088,5,0
E01436,Q0092,bijoux salon,MIR0329,3,0
E01437,Q0025,feme cadeau,MIR0284,3,0
E01438,Q0064,cuir bag kigali,MIR0108,4,0
E01439,Q0059,panier home decor rwanda,MIR0177,9,0
E01440,Q0089,cadeu,MIR0329,2,0
E01441,Q0044,cadeau maison,MIR0126,1,0
E01442,Q0041,decor home,MIR0100,3,0
E01443,Q0094,sac cuir maison,MIR0382,7,1
E01444,Q0015,crossbody leather,MIR0285,4,1
E01445,Q0066,bag in kigali,MIR0228,6,0
E01446,Q0118,bijoux rwanda,MIR0265,4,0
E01447,Q0036,wallet in kigali,MIR0090,5,0
E01448,Q0016,cuir portefeuille,MIR0083,3,0
E01449,Q0082,gift for mom,MIR0248,4,0
E01450,Q0030,gift women,MIR0284,1,1
E01451,Q0037,femme wallet for women,MIR0117,10,0
E01452,Q0071,wallet made in rwanda,MIR0051,9,0
E01453,Q0060,basket for office,MIR0094,10,0
E01454,Q0065,wallet,MIR0238,3,1
E01455,Q0030,gift women,MIR0086,8,0
E01456,Q0101,cadeau rwanda,MIR0303,8,0
E01457,Q0004,wallet gift men,MIR0209,7,0
E01458,Q0054,bag made in rwanda,MIR0034,2,1
E01459,Q0070,deco basket rwanda,MIR0019,7,1
E01460,Q0030,gift women,MIR0043,7,0
E01461,Q0014,decor mural rwanda,MIR0384,1,1
E01462,Q0003,sac cuir femme kigali,MIR0139,7,0
E01463,Q0006,sandals cuir femme,MIR0125,7,1
E01464,Q0084,earrings in kigali,MIR0220,4,0
E01465,Q0011,earrings cadeau,MIR0165,7,0
E01466,Q0069,decor home,MIR0246,2,0
E01467,Q0035,portefeuille pour femme,MIR0382,4,0
E01468,Q0115,decoration maison pour femme,MIR0126,4,0
E01469,Q0100,femme wallet for women,MIR0221,1,0
E01470,Q0016,cuir portefeuille,MIR0176,6,0
E01471,Q0109,earrings for home,MIR0363,8,1
E01472,Q0113,cadeau leather kigali,MIR0183,10,0
E01473,Q0046,decoration maison kigali,MIR0237,9,0
E01474,Q0022,cadeu cuir,MIR0083,9,0
E01475,Q0001,leather bag for women,MIR0163,3,0
E01476,Q0007,home decor basket,MIR0078,7,0
E01477,Q0035,portefeuille pour femme,MIR0126,2,1
E01478,Q0074,panier home decor rwanda,MIR0246,3,0
E01479,Q0082,gift for mom,MIR0111,3,0
E01480,Q0048,belt for office,MIR0124,6,0
E01481,Q0078,sac gift rwanda,MIR0363,7,1
E01482,Q0101,cadeau rwanda,MIR0279,7,0
E01483,Q0029,cuir,MIR0067,5,0
E01484,Q0082,gift for mom,MIR0241,2,1
E01485,Q0098,panier home decor for women,MIR0352,7,1
E01486,Q0004,wallet gift men,MIR0260,6,1
E01487,Q0062,bijoux salon,MIR0321,8,0
E01488,Q0101,cadeau rwanda,MIR0190,1,1
E01489,Q0108,decor home,MIR0316,5,0
E01490,Q0114,panier home decor pour femme,MIR0383,10,0
E01491,Q0103,gift made in rwanda,MIR0168,2,0
E01492,Q0005,belt leather rwanda,MIR0144,6,0
E01493,Q0056,sac cuir maison,MIR0366,2,1
E01494,Q0003,sac cuir femme kigali,MIR0286,3,0
E01495,Q0099,cuir bag kigali,MIR0390,5,0
E01496,Q0081,home decor made in rwanda,MIR0156,9,1
E01497,Q0028,decor,MIR0290,6,0
E01498,Q0074,panier home decor rwanda,MIR0086,8,0
E01499,Q0115,decoration maison pour femme,MIR0126,2,0
E01500,Q0045,jewelery,MIR0388,5,0
E01501,Q0070,deco basket rwanda,MIR0234,7,0
E01502,Q0001,leather bag for women,MIR0184,4,0
E01503,Q0009,agaseke gift,MIR0329,3,0
E01504,Q0101,cadeau rwanda,MIR0195,9,0
E01505,Q0023,jewelery gift,MIR0393,7,0
E01506,Q0082,gift for mom,MIR0168,8,0
E01507,Q0110,lether,MIR0380,8,0
E01508,Q0068,sac cuir salon,MIR0127,8,0
E01509,Q0106,dress made in rwanda,MIR0099,1,0
E01510,Q0091,sac gift for women,MIR0380,7,0
E01511,Q0014,decor mural rwanda,MIR0246,5,0
E01512,Q0049,leather made in rwanda,MIR0102,5,0
E01513,Q0119,dress for mom,MIR0099,1,1
E01514,Q0118,bijoux rwanda,MIR0092,5,0
E01515,Q0008,panier decoration salon,MIR0062,7,0
E01516,Q0114,panier home decor pour femme,MIR0080,6,0
E01517,Q0011,earrings cadeau,MIR0087,2,1
E01518,Q0120,cadeau leather pour femme,MIR0126,4,0
E01519,Q0008,panier decoration salon,MIR0192,9,0
E01520,Q0022,cadeu cuir,MIR0081,6,0
E01521,Q0087,wallet,MIR0373,3,1
E01522,Q0101,cadeau rwanda,MIR0246,7,0
E01523,Q0033,cuir bag kigali,MIR0383,7,0
E01524,Q0014,decor mural rwanda,MIR0238,3,1
E01525,Q0046,decoration maison kigali,MIR0329,4,0
E01526,Q0085,decoration maison maison,MIR0086,8,0
E01527,Q0041,decor home,MIR0249,5,0
E01528,Q0077,panier pour femme,MIR0330,5,0
E01529,Q0030,gift women,MIR0284,1,1
E01530,Q0093,panier rwanda,MIR0329,5,0
E01531,Q0030,gift women,MIR0284,4,0
E01532,Q0069,decor home,MIR0246,3,1
E01533,Q0100,femme wallet for women,MIR0213,9,0
E01534,Q0068,sac cuir salon,MIR0391,1,0
E01535,Q0024,baskt home,MIR0148,8,0
E01536,Q0065,wallet,MIR0373,3,1
E01537,Q0044,cadeau maison,MIR0392,5,0
E01538,Q0045,jewelery,MIR0389,7,0
E01539,Q0070,deco basket rwanda,MIR0329,2,0
E01540,Q0074,panier home decor rwanda,MIR0236,6,0
E01541,Q0045,jewelery,MIR0310,9,0
E01542,Q0003,sac cuir femme kigali,MIR0237,3,0
E01543,Q0043,cuir bag for women,MIR0254,7,0
E01544,Q0079,belt for mom,MIR0054,5,0
E01545,Q0110,lether,MIR0329,2,1
E01546,Q0052,cadeau salon,MIR0089,6,1
E01547,Q0119,dress for mom,MIR0241,9,0
E01548,Q0043,cuir bag for women,MIR0284,3,1
E01549,Q0076,leather in kigali,MIR0391,3,0
E01550,Q0072,decoration maison pour homme,MIR0105,10,0
E01551,Q0103,gift made in rwanda,MIR0168,2,0
E01552,Q0035,portefeuille pour femme,MIR0323,6,0
E01553,Q0112,bijoux pour femme,MIR0126,3,0
E01554,Q0018,house warming gift,MIR0269,3,1
E01555,Q0023,jewelery gift,MIR0249,7,0
E01556,Q0012,kitenge dress,MIR0377,10,0
E01557,Q0079,belt for mom,MIR0031,8,0
E01558,Q0120,cadeau leather pour femme,MIR0126,4,0
E01559,Q0018,house warming gift,MIR0168,5,0
E01560,Q0005,belt leather rwanda,MIR0330,2,1
E01561,Q0088,belt for men,MIR0283,7,0
E01562,Q0093,panier rwanda,MIR0110,9,0
E01563,Q0067,sac gift pour femme,MIR0043,6,0
E01564,Q0114,panier home decor pour femme,MIR0389,4,0
E01565,Q0022,cadeu cuir,MIR0151,7,0
E01566,Q0017,gift for mom rwanda,MIR0391,8,0
E01567,Q0030,gift women,MIR0181,7,0
E01568,Q0112,bijoux pour femme,MIR0126,4,0
E01569,Q0070,deco basket rwanda,MIR0050,5,1
E01570,Q0047,baskt,MIR0151,4,0
E01571,Q0090,belt for mom,MIR0196,10,1
E01572,Q0082,gift for mom,MIR0178,10,0
E01573,Q0031,cadeau leather kigali,MIR0148,10,0
E01574,Q0045,jewelery,MIR0329,1,1
E01575,Q0091,sac gift for women,MIR0284,9,0
E01576,Q0043,cuir bag for women,MIR0133,2,1
E01577,Q0035,portefeuille pour femme,MIR0226,10,0
E01578,Q0105,sac gift kigali,MIR0168,3,0
E01579,Q0003,sac cuir femme kigali,MIR0237,1,0
E01580,Q0104,portefeuille pour femme,MIR0094,6,0
E01581,Q0067,sac gift pour femme,MIR0201,7,0
E01582,Q0076,leather in kigali,MIR0041,9,0
E01583,Q0024,baskt home,MIR0052,3,0
E01584,Q0088,belt for men,MIR0075,7,0
E01585,Q0080,wallet for men,MIR0345,10,0
E01586,Q0074,panier home decor rwanda,MIR0246,4,1
E01587,Q0005,belt leather rwanda,MIR0362,8,0
E01588,Q0022,cadeu cuir,MIR0215,10,0
E01589,Q0080,wallet for men,MIR0366,9,0
E01590,Q0019,basket set,MIR0161,2,0
E01591,Q0119,dress for mom,MIR0311,9,0
E01592,Q0013,table runner home,MIR0390,2,1
E01593,Q0023,jewelery gift,MIR0260,9,0
E01594,Q0087,wallet,MIR0175,5,0
E01595,Q0058,cadeau maison,MIR0126,2,1
E01596,Q0019,basket set,MIR0166,6,0
E01597,Q0069,decor home,MIR0234,6,0
E01598,Q0051,femme wallet kigali,MIR0285,5,1
E01599,Q0064,cuir bag kigali,MIR0311,7,0
E01600,Q0096,cadeau kigali,MIR0210,6,0
E01601,Q0069,decor home,MIR0378,6,0
E01602,Q0021,lether bag,MIR0292,9,0
E01603,Q0081,home decor made in rwanda,MIR0209,10,0
E01604,Q0033,cuir bag kigali,MIR0045,7,0
E01605,Q0114,panier home decor pour femme,MIR0140,10,0
E01606,Q0032,wallet made in rwanda,MIR0349,9,0
E01607,Q0117,sac gift rwanda,MIR0168,2,0
E01608,Q0027,big tote,MIR0241,4,1
E01609,Q0002,cadeau en cuir pour femme,MIR0313,5,0
E01610,Q0049,leather made in rwanda,MIR0330,9,0
E01611,Q0019,basket set,MIR0130,8,0
E01612,Q0048,belt for office,MIR0357,8,1
E01613,Q0051,femme wallet kigali,MIR0052,7,0
E01614,Q0114,panier home decor pour femme,MIR0045,7,1
E01615,Q0118,bijoux rwanda,MIR0041,6,0
E01616,Q0108,decor home,MIR0246,2,0
E01617,Q0112,bijoux pour femme,MIR0349,5,0
E01618,Q0059,panier home decor rwanda,MIR0167,7,0
E01619,Q0062,bijoux salon,MIR0191,8,0
E01620,Q0049,leather made in rwanda,MIR0126,4,1
E01621,Q0026,small wallet,MIR0191,6,0
E01622,Q0098,panier home decor for women,MIR0008,8,0
E01623,Q0100,femme wallet for women,MIR0319,8,0
E01624,Q0114,panier home decor pour femme,MIR0033,6,0
E01625,Q0085,decoration maison maison,MIR0172,4,0
E01626,Q0072,decoration maison pour homme,MIR0074,3,0
E01627,Q0066,bag in kigali,MIR0034,4,0
E01628,Q0018,house warming gift,MIR0168,1,1
E01629,Q0031,cadeau leather kigali,MIR0126,3,0
E01630,Q0104,portefeuille pour femme,MIR0125,6,0
E01631,Q0059,panier home decor rwanda,MIR0246,3,0
E01632,Q0113,cadeau leather kigali,MIR0075,10,0
E01633,Q0011,earrings cadeau,MIR0087,5,0
E01634,Q0049,leather made in rwanda,MIR0065,7,0
E01635,Q0099,cuir bag kigali,MIR0114,3,0
E01636,Q0004,wallet gift men,MIR0086,7,0
E01637,Q0089,cadeu,MIR0053,7,0
E01638,Q0012,kitenge dress,MIR0099,3,1
E01639,Q0001,leather bag for women,MIR0146,3,0
E01640,Q0090,belt for mom,MIR0305,4,0
E01641,Q0072,decoration maison pour homme,MIR0290,4,0
E01642,Q0016,cuir portefeuille,MIR0279,7,0
E01643,Q0034,basket in kigali,MIR0127,10,0
E01644,Q0105,sac gift kigali,MIR0109,9,0
E01645,Q0043,cuir bag for women,MIR0194,7,0
E01646,Q0096,cadeau kigali,MIR0257,9,0
E01647,Q0097,basket for office,MIR0384,6,0
E01648,Q0002,cadeau en cuir pour femme,MIR0237,5,0
E01649,Q0017,gift for mom rwanda,MIR0241,5,0
E01650,Q0001,leather bag for women,MIR0352,6,0
E01651,Q0016,cuir portefeuille,MIR0260,3,0
E01652,Q0004,wallet gift men,MIR0195,5,1
E01653,Q0093,panier rwanda,MIR0265,10,0
E01654,Q0048,belt for office,MIR0220,7,1
E01655,Q0034,basket in kigali,MIR0179,4,0
E01656,Q0090,belt for mom,MIR0114,10,0
E01657,Q0017,gift for mom rwanda,MIR0241,2,1
E01658,Q0012,kitenge dress,MIR0260,8,0
E01659,Q0082,gift for mom,MIR0299,9,0
E01660,Q0071,wallet made in rwanda,MIR0373,2,0
E01661,Q0040,cadeau rwanda,MIR0127,9,0
E01662,Q0048,belt for office,MIR0214,1,1
E01663,Q0076,leather in kigali,MIR0114,5,0
E01664,Q0064,cuir bag kigali,MIR0108,2,1
E01665,Q0120,cadeau leather pour femme,MIR0126,3,1
E01666,Q0044,cadeau maison,MIR0126,1,1
E01667,Q0054,bag made in rwanda,MIR0034,1,0
E01668,Q0119,dress for mom,MIR0057,7,0
E01669,Q0023,jewelery gift,MIR0168,2,0
E01670,Q0050,cadeau kigali,MIR0126,2,1
E01671,Q0120,cadeau leather pour femme,MIR0126,4,0
E01672,Q0053,lether,MIR0283,10,0
E01673,Q0107,dress for office,MIR0099,1,0
E01674,Q0020,bracelet femme,MIR0046,1,0
E01675,Q0094,sac cuir maison,MIR0284,3,1
E01676,Q0072,decoration maison pour homme,MIR0321,7,0
E01677,Q0028,decor,MIR0322,8,0
E01678,Q0003,sac cuir femme kigali,MIR0138,2,1
E01679,Q0003,sac cuir femme kigali,MIR0237,2,1
E01680,Q0041,decor home,MIR0076,8,0
E01681,Q0031,cadeau leather kigali,MIR0126,3,1
E01682,Q0056,sac cuir maison,MIR0180,6,0
E01683,Q0004,wallet gift men,MIR0151,7,0
E01684,Q0015,crossbody leather,MIR0002,1,1
E01685,Q0022,cadeu cuir,MIR0219,6,1
E01686,Q0097,basket for office,MIR0285,1,1
E01687,Q0091,sac gift for women,MIR0377,7,0
E01688,Q0042,portefeuille rwanda,MIR0062,6,0
E01689,Q0025,feme cadeau,MIR0126,1,1
E01690,Q0092,bijoux salon,MIR0119,6,0
E01691,Q0039,deco basket pour femme,MIR0126,1,1
E01692,Q0078,sac gift rwanda,MIR0078,8,0
E01693,Q0067,sac gift pour femme,MIR0284,8,0
E01694,Q0094,sac cuir maison,MIR0298,5,0
E01695,Q0095,bag for home,MIR0163,3,1
E01696,Q0031,cadeau leather kigali,MIR0077,9,0
E01697,Q0022,cadeu cuir,MIR0050,10,0
E01698,Q0079,belt for mom,MIR0171,6,0
E01699,Q0096,cadeau kigali,MIR0234,10,0
E01700,Q0011,earrings cadeau,MIR0390,10,0
E01701,Q0091,sac gift for women,MIR0284,1,1
E01702,Q0096,cadeau kigali,MIR0358,7,0
E01703,Q0071,wallet made in rwanda,MIR0111,5,0
E01704,Q0026,small wallet,MIR0373,2,0
E01705,Q0038,panier home decor kigali,MIR0363,9,0
E01706,Q0038,panier home decor kigali,MIR0305,9,0
E01707,Q0070,deco basket rwanda,MIR0065,5,0
E01708,Q0020,bracelet femme,MIR0046,5,1
E01709,Q0024,baskt home,MIR0011,4,0
E01710,Q0110,lether,MIR0360,8,0
E01711,Q0120,cadeau leather pour femme,MIR0384,4,0
E01712,Q0104,portefeuille pour femme,MIR0327,6,0
E01713,Q0108,decor home,MIR0246,1,0
E01714,Q0089,cadeu,MIR0359,4,0
E01715,Q0116,femme wallet for women,MIR0384,6,1
E01716,Q0066,bag in kigali,MIR0034,2,0
E01717,Q0045,jewelery,MIR0300,4,1
E01718,Q0083,home decor for women,MIR0246,1,1
E01719,Q0016,cuir portefeuille,MIR0321,9,0
E01720,Q0098,panier home decor for women,MIR0240,6,0
E01721,Q0118,bijoux rwanda,MIR0329,3,1
E01722,Q0071,wallet made in rwanda,MIR0083,4,0
E01723,Q0116,femme wallet for women,MIR0090,10,0
E01724,Q0045,jewelery,MIR0244,3,1
E01725,Q0056,sac cuir maison,MIR0172,4,0
E01726,Q0065,wallet,MIR0373,1,0
E01727,Q0002,cadeau en cuir pour femme,MIR0360,9,0
E01728,Q0019,basket set,MIR0297,4,0
E01729,Q0075,bag in kigali,MIR0034,2,1
E01730,Q0005,belt leather rwanda,MIR0330,1,0
E01731,Q0003,sac cuir femme kigali,MIR0308,3,0
E01732,Q0045,jewelery,MIR0058,8,0
E01733,Q0034,basket in kigali,MIR0080,10,0
E01734,Q0109,earrings for home,MIR0148,4,0
E01735,Q0027,big tote,MIR0337,10,0
E01736,Q0027,big tote,MIR0108,5,0
E01737,Q0073,cuir bag pour femme,MIR0184,8,0
E01738,Q0063,cuire bag,MIR0034,5,0
E01739,Q0090,belt for mom,MIR0005,5,0
E01740,Q0051,femme wallet kigali,MIR0306,5,0
E01741,Q0044,cadeau maison,MIR0250,8,0
E01742,Q0016,cuir portefeuille,MIR0335,4,0
E01743,Q0025,feme cadeau,MIR0186,9,0
E01744,Q0015,crossbody leather,MIR0034,1,1
E01745,Q0092,bijoux salon,MIR0284,9,1
E01746,Q0087,wallet,MIR0191,8,0
E01747,Q0033,cuir bag kigali,MIR0108,1,0
E01748,Q0056,sac cuir maison,MIR0161,6,0
E01749,Q0077,panier pour femme,MIR0252,6,1
E01750,Q0043,cuir bag for women,MIR0284,1,1
E01751,Q0043,cuir bag for women,MIR0284,2,1
E01752,Q0111,decor home,MIR0246,2,0
E01753,Q0045,jewelery,MIR0029,10,0
E01754,Q0008,panier decoration salon,MIR0018,9,0
E01755,Q0086,bag in kigali,MIR0235,3,0
E01756,Q0100,femme wallet for women,MIR0244,7,0
E01757,Q0032,wallet made in rwanda,MIR0018,10,0
E01758,Q0106,dress made in rwanda,MIR0082,10,0
E01759,Q0042,portefeuille rwanda,MIR0198,1,0
E01760,Q0076,leather in kigali,MIR0109,5,0
E01761,Q0003,sac cuir femme kigali,MIR0288,7,0
E01762,Q0065,wallet,MIR0373,1,1
E01763,Q0052,cadeau salon,MIR0364,9,0
E01764,Q0118,bijoux rwanda,MIR0349,7,0
E01765,Q0045,jewelery,MIR0337,7,0
E01766,Q0120,cadeau leather pour femme,MIR0368,8,0
E01767,Q0087,wallet,MIR0343,3,1
E01768,Q0008,panier decoration salon,MIR0142,6,0
E01769,Q0046,decoration maison kigali,MIR0329,1,1
E01770,Q0109,earrings for home,MIR0232,9,0
E01771,Q0004,wallet gift men,MIR0066,10,0
E01772,Q0072,decoration maison pour homme,MIR0126,2,1
E01773,Q0030,gift women,MIR0284,1,1
E01774,Q0068,sac cuir salon,MIR0324,5,0
E01775,Q0113,cadeau leather kigali,MIR0399,6,1
E01776,Q0101,cadeau rwanda,MIR0354,7,0
E01777,Q0056,sac cuir maison,MIR0284,2,1
E01778,Q0041,decor home,MIR0244,8,0
E01779,Q0040,cadeau rwanda,MIR0136,7,0
E01780,Q0081,home decor made in rwanda,MIR0062,3,0
E01781,Q0082,gift for mom,MIR0141,8,0
E01782,Q0042,portefeuille rwanda,MIR0329,1,1
E01783,Q0002,cadeau en cuir pour femme,MIR0237,1,0
E01784,Q0063,cuire bag,MIR0034,1,0
E01785,Q0064,cuir bag kigali,MIR0108,4,1
E01786,Q0071,wallet made in rwanda,MIR0373,2,0
E01787,Q0066,bag in kigali,MIR0034,3,0
E01788,Q0056,sac cuir maison,MIR0294,10,0
E01789,Q0088,belt for men,MIR0336,4,0
E01790,Q0119,dress for mom,MIR0099,3,0
E01791,Q0056,sac cuir maison,MIR0284,1,1
E01792,Q0073,cuir bag pour femme,MIR0250,5,0
E01793,Q0105,sac gift kigali,MIR0355,10,0
E01794,Q0030,gift women,MIR0122,4,0
E01795,Q0010,beaded necklace women,MIR0168,1,1
E01796,Q0003,sac cuir femme kigali,MIR0284,8,0
